strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes,long,lat,spatial_country
B12,2008-01-29T00:00:00Z,Mir Ali,Pakistan,North Waziristan,12,15,4,6,2,3,1,2,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan
B13,2008-02-28T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,10,13,0,0,0,0,6,16,NA,NA,NA,NA,NA,NA,69.4285474,32.2907333,Pakistan
SOM006,2008-03-03T00:00:00Z,Dhobley,Somalia,NA,0,6,0,4,0,0,3,8,Confirmed,FALSE,FALSE,"Naval operation - cruise missile
Possible air operation - AC-130 Gunship",1,1,46.199616,5.152149,Somalia
B14,2008-03-16T00:00:00Z,Dhook Pir Bagh,Pakistan,South Waziristan,18,20,0,4,0,0,5,9,NA,NA,NA,NA,NA,NA,73.7948516,33.9980496,Pakistan
SOM007,2008-05-01T00:00:00Z,Dusa Marreb,Somalia,NA,8,15,5,10,0,0,0,0,Confirmed,FALSE,FALSE,"Naval operation - cruise missiles
Possible air assault - AC-130 Gunship",1,1,46.3864672,5.5380625,Somalia
B15,2008-05-14T00:00:00Z,Damadola,Pakistan,Bajaur Agency,12,20,4,6,1,4,9,9,NA,NA,NA,NA,NA,NA,71.466445,34.8005683,Pakistan
B16,2008-06-14T00:00:00Z,Makeen,Pakistan,South Waziristan,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,69.84187179999999,32.6265744,Pakistan
B17,2008-07-28T00:00:00Z,Zeralita,Pakistan,South Waziristan,7,12,1,5,0,2,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B18,2008-08-12T00:00:00Z,Bhaggar,Pakistan,South Waziristan,12,25,0,5,0,0,0,4,NA,NA,NA,NA,NA,NA,71.0854325,31.6082059,Pakistan
B19,2008-08-20T00:00:00Z,Zari Noor,Pakistan,South Waziristan,6,12,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B20,2008-08-27T00:00:00Z,Ganki Khel,Pakistan,South Waziristan,0,0,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B21,2008-08-30T00:00:00Z,Korzai,Pakistan,South Waziristan,4,5,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B22,2008-08-30T00:00:00Z,Miram Shah,Pakistan,North Waziristan,6,11,2,9,1,4,2,8,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan
B23,2008-09-02T00:00:00Z,NA,Pakistan,North Waziristan,0,10,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,
B24,2008-09-04T00:00:00Z,Mohammad Khel,Pakistan,North Waziristan,5,7,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA,69.88505409999999,32.9570568,Pakistan
B25,2008-09-05T00:00:00Z,Gurwak,Pakistan,North Waziristan,5,12,5,7,3,4,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B26,2008-09-08T00:00:00Z,Miram Shah,Pakistan,North Waziristan,17,23,11,20,5,8,14,25,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan
B27,2008-09-12T00:00:00Z,Tol Khel,Pakistan,North Waziristan,12,15,3,5,2,2,14,14,NA,NA,NA,NA,NA,NA,70.08008629999999,33.0448852,Pakistan
B28,2008-09-17T00:00:00Z,Baghar Cheena,Pakistan,South Waziristan,4,7,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,73.4754729,33.5702376,Pakistan
B29,2008-09-30T00:00:00Z,Khushali,Pakistan,South Waziristan,4,8,0,0,0,0,5,9,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B30,2008-10-03T00:00:00Z,Datta Khel,Pakistan,North Waziristan,3,3,3,3,1,1,5,5,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan
B31,2008-10-03T00:00:00Z,Datta Khel,Pakistan,North Waziristan,17,21,7,14,3,3,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan
B32,2008-10-09T00:00:00Z,Tati,Pakistan,North Waziristan,5,9,1,9,1,4,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B33,2008-10-11T00:00:00Z,Miram Shah,Pakistan,North Waziristan,4,5,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan
B34,2008-10-16T00:00:00Z,Taparghai,Pakistan,South Waziristan,2,9,0,4,0,0,1,7,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B35,2008-10-23T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,8,11,7,10,7,7,6,11,NA,NA,NA,NA,NA,NA,NA,NA,
B36,2008-10-26T00:00:00Z,Mandata,Pakistan,South Waziristan,18,20,0,4,0,3,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B37,2008-10-31T00:00:00Z,Asori,Pakistan,North Waziristan,4,25,1,20,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B38,2008-10-31T00:00:00Z,Kari Kot,Pakistan,South Waziristan,4,12,1,1,0,0,2,30,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B39,2008-11-07T00:00:00Z,Kumsham,Pakistan,North Waziristan,11,16,6,11,0,0,17,17,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B40,2008-11-14T00:00:00Z,Garyom,Pakistan,North Waziristan,11,13,3,12,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B41,2008-11-19T00:00:00Z,Jani Khel,Pakistan,Bannu Frontier Region,3,6,0,3,0,0,7,7,NA,NA,NA,NA,NA,NA,70.508644,32.8009383,Pakistan
B42,2008-11-22T00:00:00Z,Ali Khel,Pakistan,North Waziristan,4,6,0,1,0,0,6,6,NA,NA,NA,NA,NA,NA,71.6903245,32.0585491,Pakistan
B43,2008-11-27T00:00:00Z,Wana,Pakistan,South Waziristan,5,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.59762400000001,32.2982314,Pakistan
B44,2008-11-29T00:00:00Z,Chashma,Pakistan,North Waziristan,2,3,0,3,0,0,2,3,NA,NA,NA,NA,NA,NA,71.4447785,32.411141,Pakistan
B45,2008-12-05T00:00:00Z,Kateera,Pakistan,North Waziristan,3,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B46,2008-12-11T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,6,7,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,69.4285474,32.2907333,Pakistan
B47,2008-12-15T00:00:00Z,Tapi Tool,Pakistan,North Waziristan,2,3,0,3,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B48,2008-12-22T00:00:00Z,Kari Kot,Pakistan,South Waziristan,3,3,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B49,2008-12-22T00:00:00Z,Shin Warsak,Pakistan,South Waziristan,2,4,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,71.421341,34.167252,Pakistan
B50,2009-01-01T00:00:00Z,Kari Kot,Pakistan,South Waziristan,3,5,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
B51,2009-01-02T00:00:00Z,Madin Village,Pakistan,South Waziristan,3,4,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA,73.15635,33.6288093,Pakistan
Ob1,2009-01-23T00:00:00Z,Zharki,Pakistan,North Waziristan,7,15,9,11,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Russia
Ob2,2009-01-23T00:00:00Z,Ganki Khel,Pakistan,South Waziristan,5,10,5,10,3,4,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob3,2009-02-14T00:00:00Z,Narsi Khel,Pakistan,South Waziristan,25,35,1,9,1,1,11,15,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob4,2009-02-16T00:00:00Z,Sur Pul,Pakistan,Kurram Agency,18,31,0,0,0,0,3,7,NA,NA,NA,NA,NA,NA,66.97319139999999,30.2194838,Pakistan
Ob5,2009-03-01T00:00:00Z,Sararogha,Pakistan,South Waziristan,3,12,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,70.0026756,32.4742317,Pakistan
Ob6,2009-03-12T00:00:00Z,Barjo,Pakistan,Kurram Agency,14,26,0,0,0,0,9,50,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob7,2009-03-15T00:00:00Z,Jani Khel,Pakistan,Bannu Frontier Region,2,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,70.508644,32.8009383,Pakistan
Ob8,2009-03-25T00:00:00Z,Makeen,Pakistan,South Waziristan,6,8,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,69.84187179999999,32.6265744,Pakistan
Ob9,2009-03-26T00:00:00Z,Sokhel,Pakistan,North Waziristan,4,5,0,5,0,0,5,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob10,2009-04-01T00:00:00Z,Khadezai,Pakistan,Orakzai Agency,10,14,5,5,3,3,4,16,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob11,2009-04-04T00:00:00Z,Datta Khel,Pakistan,North Waziristan,13,15,8,13,3,5,1,1,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan
Ob12,2009-04-08T00:00:00Z,Ganki Khel,Pakistan,South Waziristan,3,4,0,0,0,0,2,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob13,2009-04-19T00:00:00Z,Ganki Khel,Pakistan,South Waziristan,0,8,0,8,0,0,3,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob14,2009-04-29T00:00:00Z,Kaniguram,Pakistan,South Waziristan,1,10,0,4,0,0,4,4,NA,NA,NA,NA,NA,NA,69.7823059,32.5190684,Pakistan
Ob15,2009-05-09T00:00:00Z,Tabbi Langhar Khel,Pakistan,South Waziristan,6,25,0,4,0,0,7,10,NA,NA,NA,NA,NA,NA,70.7034651,32.4828934,Pakistan
Ob16,2009-05-12T00:00:00Z,Sara Khwara,Pakistan,South Waziristan,5,9,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,67.9039251,30.2759624,Pakistan
Ob17,2009-05-16T00:00:00Z,Khesoor,Pakistan,North Waziristan,25,40,9,9,0,0,2,2,NA,NA,NA,NA,NA,NA,74.4408385,31.1178653,Pakistan
Ob18,2009-06-14T00:00:00Z,Marda Algad,Pakistan,South Waziristan,3,5,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob19,2009-06-18T00:00:00Z,Wana,Pakistan,South Waziristan,12,18,4,4,0,0,10,10,NA,NA,NA,NA,NA,NA,69.59762400000001,32.2982314,Pakistan
Ob20,2009-06-23T00:00:00Z,Makeen,Pakistan,South Waziristan,5,6,0,0,0,0,7,7,NA,NA,NA,NA,NA,NA,69.84187179999999,32.6265744,Pakistan
Ob21,2009-06-23T00:00:00Z,Makeen,Pakistan,South Waziristan,60,83,18,50,10,10,27,27,NA,NA,NA,NA,NA,NA,69.84187179999999,32.6265744,Pakistan
Ob22,2009-07-03T00:00:00Z,Mantoi,Pakistan,South Waziristan,0,5,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob23,2009-07-03T00:00:00Z,Zamarai Nairai,Pakistan,South Waziristan,10,17,0,0,0,0,27,35,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob24,2009-07-07T00:00:00Z,Makeen,Pakistan,South Waziristan,14,18,0,0,0,0,10,10,NA,NA,NA,NA,NA,NA,69.84187179999999,32.6265744,Pakistan
Ob25,2009-07-08T00:00:00Z,Ladha,Pakistan,South Waziristan,8,10,0,0,0,0,5,12,NA,NA,NA,NA,NA,NA,70.1217652,32.6457802,Pakistan
Ob26,2009-07-08T00:00:00Z,Ladha,Pakistan,South Waziristan,35,40,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,70.1217652,32.6457802,Pakistan
Ob27,2009-07-10T00:00:00Z,Painda Khel,Pakistan,South Waziristan,3,5,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,71.7282772,34.1515827,Pakistan
Ob28,2009-07-17T00:00:00Z,Gariwam,Pakistan,North Waziristan,5,6,0,0,0,0,4,6,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob29,2009-08-05T00:00:00Z,Ladha,Pakistan,South Waziristan,1,12,1,4,0,0,5,5,NA,NA,NA,NA,NA,NA,70.1217652,32.6457802,Pakistan
Ob30,2009-08-11T00:00:00Z,Ladha,Pakistan,South Waziristan,12,25,0,6,4,4,5,7,NA,NA,NA,NA,NA,NA,70.1217652,32.6457802,Pakistan
Ob31,2009-08-21T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,17,21,9,13,6,6,2,2,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan
Ob32,2009-08-27T00:00:00Z,Taparghai,Pakistan,South Waziristan,8,10,0,0,0,0,6,9,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob33,2009-09-07T00:00:00Z,Machi Khel,Pakistan,North Waziristan,5,8,3,3,0,0,2,7,NA,NA,NA,NA,NA,NA,70.24678519999999,33.0291339,Pakistan
Ob34,2009-09-08T00:00:00Z,Darga Mandi,Pakistan,North Waziristan,10,15,5,5,3,3,4,5,NA,NA,NA,NA,NA,NA,71.5397536,33.1934617,Pakistan
Ob35,2009-09-14T00:00:00Z,Toorikhel,Pakistan,North Waziristan,5,5,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
SOM008,2009-09-14T00:00:00Z,Barawe,Somalia,NA,2,6,0,0,0,0,2,2,Confirmed,TRUE,FALSE,"Air operation - helicopter
Ground assault - body retrieval",1,1,44.0318162,1.1161954,Somalia
Ob36,2009-09-24T00:00:00Z,Mir Ali,Pakistan,North Waziristan,10,12,0,12,0,0,5,5,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan
Ob37,2009-09-29T00:00:00Z,Sararogha,Pakistan,South Waziristan,5,6,0,0,0,0,2,6,NA,NA,NA,NA,NA,NA,70.0026756,32.4742317,Pakistan
Ob38,2009-09-29T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,4,9,0,4,0,0,2,6,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan
Ob39,2009-09-30T00:00:00Z,Norak,Pakistan,North Waziristan,6,9,0,0,0,0,2,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob40,2009-10-15T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,3,4,0,0,0,0,7,7,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan
Ob41,2009-10-21T00:00:00Z,Spalaga,Pakistan,North Waziristan,3,3,0,0,0,0,8,8,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob42,2009-10-24T00:00:00Z,Damadola,Pakistan,Bajaur Agency,20,30,0,0,0,0,8,8,NA,NA,NA,NA,NA,NA,71.466445,34.8005683,Pakistan
Ob43,2009-11-05T00:00:00Z,Norak,Pakistan,North Waziristan,4,6,0,0,0,0,8,8,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob44,2009-11-18T00:00:00Z,Shanakorah,Pakistan,North Waziristan,3,6,0,0,0,0,2,15,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob45,2009-11-20T00:00:00Z,Machi Khel,Pakistan,North Waziristan,3,14,3,3,1,1,2,12,NA,NA,NA,NA,NA,NA,70.24678519999999,33.0291339,Pakistan
Ob46,2009-12-08T00:00:00Z,Spalaga,Pakistan,North Waziristan,3,4,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob47,2009-12-10T00:00:00Z,Ladha,Pakistan,South Waziristan,6,6,0,0,0,0,8,8,NA,NA,NA,NA,NA,NA,70.1217652,32.6457802,Pakistan
Ob48,2009-12-17T00:00:00Z,Datta Khel,Pakistan,North Waziristan,2,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan
Ob49,2009-12-17T00:00:00Z,Ambar Shaga,Pakistan,North Waziristan,12,16,6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
YEM002,2009-12-17T00:00:00Z,Al Majala,Yemen,Abyan,55,58,44,44,21,22,9,9,Confirmed,FALSE,FALSE,Cruise missile strike,1,1,46.4549275,13.9744672,Yemen
YEM003,2009-12-17T00:00:00Z,Arhab,Yemen,Sanaa,0,0,0,0,0,0,0,0,Confirmed,FALSE,FALSE,"US-Yemen ground operation
Possible drone strike",1,1,48.516388,15.552727,Yemen
Ob50,2009-12-18T00:00:00Z,Babrak Ziarat,Pakistan,North Waziristan,5,8,5,5,0,0,4,5,NA,NA,NA,NA,NA,NA,67.71689049999999,30.3939002,Pakistan
YEM004,2009-12-24T00:00:00Z,Rafd,Yemen,Shabwa,30,34,0,0,0,0,0,0,Confirmed,TRUE,FALSE,"Airstrike
Possible cruise missile strike",1,1,48.516388,15.552727,Yemen
Ob51,2009-12-26T00:00:00Z,Saidgai,Pakistan,North Waziristan,13,20,6,6,0,0,12,12,NA,NA,NA,NA,NA,NA,72.3258333,35.1919444,Pakistan
Ob52,2009-12-31T00:00:00Z,Machi Khel,Pakistan,North Waziristan,3,7,3,3,1,1,2,2,NA,NA,NA,NA,NA,NA,70.24678519999999,33.0291339,Pakistan
Ob53,2010-01-01T00:00:00Z,Ghundikala,Pakistan,North Waziristan,2,3,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA,70.15637149999999,32.9598548,Pakistan
Ob54,2010-01-03T00:00:00Z,Mosaki,Pakistan,North Waziristan,5,5,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob55,2010-01-06T00:00:00Z,Sanzali,Pakistan,North Waziristan,5,7,0,6,0,0,5,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob56,2010-01-06T00:00:00Z,Sanzali,Pakistan,North Waziristan,5,9,5,5,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob57,2010-01-08T00:00:00Z,Tappi,Pakistan,North Waziristan,5,6,5,5,1,1,3,3,NA,NA,NA,NA,NA,NA,70.147069,32.9464908,Pakistan
Ob58,2010-01-09T00:00:00Z,Ismail Khel,Pakistan,North Waziristan,4,5,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,69.6922041,32.9671694,Pakistan
Ob59,2010-01-09T00:00:00Z,Shaktoi,Pakistan,North Waziristan,15,18,0,0,0,0,7,14,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
YEM005,2010-01-12T00:00:00Z,NA,Yemen,Shabwa,1,2,0,0,0,0,0,0,Possible,FALSE,FALSE,"Yemen ground operation
Possible US assistance",1,1,NA,NA,
Ob60,2010-01-15T00:00:00Z,Zanani,Pakistan,North Waziristan,5,10,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob61,2010-01-15T00:00:00Z,Shaktoi,Pakistan,North Waziristan,6,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
YEM006,2010-01-15T00:00:00Z,Al Ajashir,Yemen,Saada,0,6,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1,48.516388,15.552727,Yemen
Ob62,2010-01-17T00:00:00Z,Shaktoi,Pakistan,North Waziristan,14,20,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob63,2010-01-19T00:00:00Z,Deegan,Pakistan,North Waziristan,5,9,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
YEM007,2010-01-20T00:00:00Z,Erq al Shawan,Yemen,Marib,2,2,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,4,4,48.516388,15.552727,Yemen
Ob64,2010-01-29T00:00:00Z,Mohammad Khel,Pakistan,North Waziristan,2,15,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.88505409999999,32.9570568,Pakistan
YEM008,2010-01-31T00:00:00Z,N/A,Yemen,Across Yemen,0,0,0,0,0,0,0,0,Possible,FALSE,FALSE,US ground operations,24,24,48.516388,15.552727,Yemen
Ob65,2010-02-02T00:00:00Z,Toor Narai,Pakistan,North Waziristan,23,24,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,74.0410284,31.8544931,Pakistan
Ob66,2010-02-02T00:00:00Z,Deegan,Pakistan,North Waziristan,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob67,2010-02-02T00:00:00Z,Mohammad Khel,Pakistan,North Waziristan,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.88505409999999,32.9570568,Pakistan
Ob68,2010-02-02T00:00:00Z,Pai Khel,Pakistan,North Waziristan,9,9,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,71.6080009,32.7824239,Pakistan
Ob69,2010-02-14T00:00:00Z,Mir Ali,Pakistan,North Waziristan,5,7,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan
Ob70,2010-02-15T00:00:00Z,Tappi,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.147069,32.9464908,Pakistan
Ob71,2010-02-17T00:00:00Z,Tabbi,Pakistan,North Waziristan,4,4,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob72,2010-02-18T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,3,5,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan
Ob73,2010-02-24T00:00:00Z,Darga Mandi,Pakistan,North Waziristan,5,13,5,6,1,1,6,6,NA,NA,NA,NA,NA,NA,71.5397536,33.1934617,Pakistan
Ob74,2010-03-08T00:00:00Z,Miram Shah,Pakistan,North Waziristan,9,9,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan
Ob75,2010-03-10T00:00:00Z,Mizar Madakhel,Pakistan,North Waziristan,7,8,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
Ob76,2010-03-10T00:00:00Z,Mizar Madakhel,Pakistan,North Waziristan,7,7,4,7,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
YEM009,2010-03-14T00:00:00Z,"Jeezat al Qotn
Moudia district",Yemen,Abyan,2,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Airstrike,1,1,48.4645118,15.839829,Yemen
YEM010,2010-03-15T00:00:00Z,Moudia,Yemen,Abyan,7,20,0,20,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1,48.516388,15.552727,Yemen
Ob77,2010-03-16T00:00:00Z,Datta Khel,Pakistan,North Waziristan,7,11,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan
Ob78,2010-03-17T00:00:00Z,Hamzoni,Pakistan,North Waziristan,3,5,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.98481029999999,32.975042,Pakistan
Ob79,2010-03-17T00:00:00Z,Mizar Madakhel,Pakistan,North Waziristan,5,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan
